college_name,city,district,state,country,college_type,ownership,established_year,official_website,official_admission_url,ug_fee_inr,pg_fee_inr,Rating,Academic,Faculty,Infrastructure,Accommodation,Placement,Social_Life,nirf_2025_rank,College_Name,State,UG_fee,PG_fee,nirf_2025_ss,nirf_2025_fsr,nirf_2025_fqe,nirf_2025_fru,nirf_2025_pu,nirf_2025_qp,nirf_2025_ipr,nirf_2025_fppp,nirf_2025_gph,nirf_2025_gue,nirf_2025_ms,nirf_2025_gphd,affiliation,autonomous_status,naac_grade,accreditation,official_contact_email,official_phone,address,maps_url,campus_area_acres,hostel_available,hostel_fee_inr,library_available,labs_available,sports_facilities,clubs_societies,average_package_lpa,highest_package_lpa,median_package_lpa,placement_rate_percent,placement_year,recruiter_count,top_recruiters,internship_info,placement_source_url,placement_source_year,review_score_5,review_count,review_source,review_source_url,review_year,courses,popular_branches,degree_types,course_duration,entrance_exams,eligibility,cutoff_info,admission_process,application_url,fees_source_url,fees_source_year,college_description,pros,cons,collegeiq_score,data_last_verified,existing_dataset_source,nirf_source,data_status,online_verification_status,online_verification_note
Pimpri Chinchwad College of Engineering,,,Maharashtra,India,,,,,,138559,107687,8.1,8.7,8.1,7.9,7.6,8.6,7.5,,Pimpri Chinchwad College of Engineering ,Maharashtra,"1,38,559","1,07,687",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
MKSSS's Cummins College of Engineering for Women,,,Maharashtra,India,,,,,,180836,155200,8.3,8.3,8.1,7.8,8.0,9.0,8.6,,"MKSSS's Cummins College of Engineering for Women, ",Maharashtra,"1,80,836","1,55,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Dwarkadas J Sanghvi College of Engineering,,,Maharashtra,India,,,,,,194000,139000,8.2,8.2,8.2,8.4,7.7,8.3,8.2,,Dwarkadas J Sanghvi College of Engineering ,Maharashtra,"1,94,000","1,39,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Thakur College of Engineering and Technology,,,Maharashtra,India,,,,,,147500,136931,8.2,8.1,7.9,9.1,8.0,7.9,8.4,,Thakur College of Engineering and Technology ,Maharashtra,"1,47,500","1,36,931",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
SVKM's Narsee Monjee Institute of Management Studies,,,Maharashtra,India,,,,,,302000,,8.2,8.5,8.6,8.3,6.8,8.3,8.7,,SVKM's Narsee Monjee Institute of Management Studies ,Maharashtra,"3,02,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Amity University, Mumbai",,,Maharashtra,India,,,,,,222000,150000,8.1,7.9,8.2,8.4,7.6,7.8,8.6,,"Amity University, Mumbai ",Maharashtra,"2,22,000","1,50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Vishwakarma Institute of Technology, Pune",,,Maharashtra,India,,,,,,179895,88765,7.5,8.1,7.9,6.5,6.5,7.8,8.4,,"Vishwakarma Institute of Technology, Pune ",Maharashtra,"1,79,895","88,765",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indian Institute of Information Technology,,,Maharashtra,India,,,,,,234500,100500,7.8,8.2,8.0,7.2,7.5,8.4,7.5,,Indian Institute of Information Technology ,Maharashtra,"2,34,500","1,00,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Tata Institute of Social Sciences,,,Maharashtra,India,,,,,,,,8.6,9.0,8.9,8.6,8.1,8.4,8.6,,Tata Institute of Social Sciences ,Maharashtra,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indian Institute of Technology,,,Uttar pradesh,India,,,,,,215600,214050,8.9,9.1,8.7,9.3,8.4,8.9,9.1,,Indian Institute of Technology ,Uttar pradesh,"2,15,600","2,14,050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indian Institute of Technology,,,Uttar pradesh,India,,,,,,84981,36815,8.5,8.5,8.1,7.6,8.2,9.1,9.2,,Indian Institute of Technology ,Uttar pradesh,"84,981","36,815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Amity University, Noida",,,Uttar pradesh,India,,,,,,311000,140000,8.2,8.0,8.1,8.9,7.9,7.6,8.7,,"Amity University, Noida ",Uttar pradesh,"3,11,000","1,40,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Aligarh Muslim University,,,Uttar pradesh,India,,,,,,269445,430970,8.3,8.8,8.5,8.8,7.9,7.2,8.6,34,Aligarh Muslim University ,Uttar pradesh,"2,69,445","4,30,970",11.0,30.0,18.26,17.6,26.31,24.88,2.0,246.0,34.23,13.16,11.06,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
MNNIT Allahabad,,,Uttar pradesh,India,,,,,,84666,118000,8.0,8.4,7.8,7.1,7.3,8.9,8.2,,MNNIT Allahabad ,Uttar pradesh,"84,666","1,18,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Jaypee Institute of Information Technology University,,,Uttar pradesh,India,,,,,,236500,120000,7.8,7.8,7.3,8.2,7.7,7.8,7.7,,Jaypee Institute of Information Technology University ,Uttar pradesh,"2,36,500","1,20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indian Institute of Information Technology,,,Uttar pradesh,India,,,,,,104000,280400,8.3,8.4,7.6,9.0,7.4,9.2,8.1,,Indian Institute of Information Technology ,Uttar pradesh,"1,04,000","2,80,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Dayalbagh Educational Institute Faculty of Engineering, Agra",,,Uttar pradesh,India,,,,,,51300,26500,8.0,8.3,8.5,8.1,7.1,8.2,8.0,,"Dayalbagh Educational Institute Faculty of Engineering, Agra ",Uttar pradesh,"51,300","26,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Sharda University,,,Uttar pradesh,India,,,,,,163770,97850,7.9,7.7,7.9,8.6,7.6,6.9,8.6,,Sharda University ,Uttar pradesh,"1,63,770","97,850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Galgotias University,,,Uttar pradesh,India,,,,,,159000,45000,7.6,7.9,7.9,7.5,6.9,7.7,7.8,,Galgotias University ,Uttar pradesh,"1,59,000","45,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Bennett University, Greater Noida",,,Uttar pradesh,India,,,,,,350000,60000,8.6,8.5,8.8,9.2,7.9,8.3,8.6,,"Bennett University, Greater Noida ",Uttar pradesh,"3,50,000","60,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Shiv Nadar University,,,Uttar pradesh,India,,,,,,200000,160000,9.0,8.8,8.8,9.6,8.7,8.5,9.4,,Shiv Nadar University ,Uttar pradesh,"2,00,000","1,60,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Integral University, Lucknow",,,Uttar pradesh,India,,,,,,140000,80000,7.4,7.6,7.4,8.0,7.3,6.5,7.4,,"Integral University, Lucknow ",Uttar pradesh,"1,40,000","80,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
J.S. University,,,Uttar pradesh,India,,,,,,47500,13500,8.5,8.5,8.7,9.0,7.8,8.2,8.6,,J.S. University ,Uttar pradesh,"47,500","13,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"GLA University, Mathura",,,Uttar pradesh,India,,,,,,178000,75000,8.2,8.2,8.3,8.3,7.9,8.2,8.1,,"GLA University, Mathura ",Uttar pradesh,"1,78,000","75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Institute of Engineering and Technology,,,Uttar pradesh,India,,,,,,89775,73200,7.4,7.6,7.0,7.3,7.7,7.0,7.8,,Institute of Engineering and Technology ,Uttar pradesh,"89,775","73,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Sanskriti University,,,Uttar pradesh,India,,,,,,115000,45000,7.0,7.2,7.0,7.5,6.7,6.9,6.8,,Sanskriti University ,Uttar pradesh,"1,15,000","45,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Monad University, Hapur",,,Uttar pradesh,India,,,,,,151000,35500,8.0,7.6,8.5,8.0,7.4,8.2,8.1,,"Monad University, Hapur ",Uttar pradesh,"1,51,000","35,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indian Institute of Information Technology,,,Uttar pradesh,India,,,,,,218700,218700,7.8,7.6,7.4,6.8,7.2,9.4,8.1,,Indian Institute of Information Technology ,Uttar pradesh,"2,18,700","2,18,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"IFTM University, Moradabad",,,Uttar pradesh,India,,,,,,107000,75000,7.8,7.9,8.1,8.0,7.5,6.8,8.3,,"IFTM University, Moradabad ",Uttar pradesh,"1,07,000","75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Shobhit University, Meerut",,,Uttar pradesh,India,,,,,,111200,122400,7.8,8.4,7.8,8.3,7.3,7.0,7.9,,"Shobhit University, Meerut ",Uttar pradesh,"1,11,200","1,22,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Glocal University, Saharanpur",,,Uttar pradesh,India,,,,,,144000,94000,7.1,7.5,7.0,6.7,6.9,7.2,7.3,,"Glocal University, Saharanpur ",Uttar pradesh,"1,44,000","94,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Rama University, Kanpur",,,Uttar pradesh,India,,,,,,90000,75000,6.7,6.6,7.3,6.5,6.1,6.6,7.1,,"Rama University, Kanpur ",Uttar pradesh,"90,000","75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Noida Institute of Engineering and Technology,,,Uttar pradesh,India,,,,,,614000,213000,7.6,8.1,8.0,7.6,7.1,7.8,7.1,,Noida Institute of Engineering and Technology ,Uttar pradesh,"6,14,000","2,13,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"ABES Engineering College, Ghaziabad",,,Uttar pradesh,India,,,,,,143700,130000,7.9,8.1,8.1,8.2,7.2,7.8,8.0,,"ABES Engineering College, Ghaziabad ",Uttar pradesh,"1,43,700","1,30,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Bundelkhand Institute of Engineering & Technology,,,Uttar pradesh,India,,,,,,61800,59300,7.1,7.3,6.9,7.4,7.0,6.2,8.0,,Bundelkhand Institute of Engineering & Technology ,Uttar pradesh,"61,800","59,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Harcourt Butler Technological University,,,Uttar pradesh,India,,,,,,135000,83300,7.3,7.5,7.4,6.5,6.9,7.8,7.8,,Harcourt Butler Technological University ,Uttar pradesh,"1,35,000","83,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Rajiv Gandhi Institute of Petroleum Technology,,,Uttar pradesh,India,,,,,,221100,42100,8.6,8.7,8.2,9.2,8.6,8.2,8.6,78,Rajiv Gandhi Institute of Petroleum Technology ,Uttar pradesh,"2,21,100","42,100",950.0,30.0,18.02,20.26,618.0,10.74,0.0,3.2,35.82,15.0,13.79,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indian Institute of Technology,,,Delhi ncr,India,,,,,,220300,132900,8.7,9.0,8.7,8.9,7.8,9.0,9.0,,Indian Institute of Technology ,Delhi ncr,"2,20,300","1,32,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Jamia Millia Islamia University-[JMI], New Delhi",,,Delhi ncr,India,,,,,,16150,8970,8.0,8.4,8.3,8.4,7.6,7.2,8.2,,"Jamia Millia Islamia University-[JMI], New Delhi ",Delhi ncr,"16,150","8,970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Delhi Technological University,,,Delhi ncr,India,,,,,,190000,166000,8.2,7.9,7.5,8.6,7.6,8.6,8.8,30,Delhi Technological University ,Delhi ncr,"1,90,000","1,66,000",19.0,30.0,12.01,12.0,21.17,22.16,2.25,1414.0,37.76,15.0,1749.0,8.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Amity University, Noida",,,Delhi ncr,India,,,,,,311000,140000,8.2,8.0,8.1,8.9,7.9,7.6,8.7,,"Amity University, Noida ",Delhi ncr,"3,11,000","1,40,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indraprastha Institute of Information Technology,,,Delhi ncr,India,,,,,,360000,100000,8.7,8.8,8.9,8.9,8.7,8.6,8.2,63,Indraprastha Institute of Information Technology ,Delhi ncr,"3,60,000","1,00,000",12.0,24.63,13.67,16.16,12.91,12.72,0.0,454.0,34.83,15.0,19.95,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Guru Gobind Singh Indraprastha University,,,Delhi ncr,India,,,,,,117200,23000,7.8,8.1,8.0,8.1,7.5,6.9,8.1,,Guru Gobind Singh Indraprastha University ,Delhi ncr,"1,17,200","23,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Jaypee Institute of Information Technology University,,,Delhi ncr,India,,,,,,236500,120000,7.8,7.8,7.3,8.2,7.7,7.8,7.7,,Jaypee Institute of Information Technology University ,Delhi ncr,"2,36,500","1,20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
National Institute of Food Technology Entrepreneurship and,,,Delhi ncr,India,,,,,,171550,152950,8.1,8.5,6.9,9.4,7.1,8.5,7.9,,National Institute of Food Technology Entrepreneurship and ,Delhi ncr,"1,71,550","1,52,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"School of Engineering and Technology, NCU",,,Delhi ncr,India,,,,,,260000,82000,9.0,9.0,,9.0,,,,,"School of Engineering and Technology, NCU ",Delhi ncr,"2,60,000","82,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
J.C. Bose University Of Science And Technology,,,Delhi ncr,India,,,,,,83625,83625,7.3,7.7,7.4,6.6,6.5,7.7,7.6,,"J.C. Bose University Of Science And Technology, ",Delhi ncr,"83,625","83,625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indira Gandhi Delhi Technical University For Women,,,Delhi ncr,India,,,,,,88000,33000,7.6,7.7,7.6,6.9,7.0,8.3,7.9,,Indira Gandhi Delhi Technical University For Women ,Delhi ncr,"88,000","33,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
